unit_id,time_cycles,sensor_3,sensor_4,sensor_7,sensor_9,sensor_11,sensor_12,sensor_17,sensor_20,sensor_21,RUL
21,50,1584.03,1414.56,553.61,9049.75,47.33,521.54,393,38.98,23.4042,146
21,51,1592.94,1399.54,553.46,9044.56,47.46,521.13,392,38.62,23.3821,145
21,52,1583.6,1403.19,553.54,9047.9,47.36,521.55,394,38.75,23.3821,144
21,53,1582.63,1405.1,552.9,9046.33,47.47,521.2,392,39.11,23.2212,143
21,54,1594.87,1406.78,553.36,9048.55,47.32,521.78,393,38.96,23.3449,142
21,55,1590.47,1402.69,554.54,9050.03,47.39,522.12,393,38.83,23.2837,141
21,56,1587.03,1406.29,553.48,9058.2,47.55,520.94,393,38.89,23.348,140
21,57,1587.86,1404.03,553.45,9050.02,47.48,521.54,393,39.11,23.3253,139
21,58,1592.22,1408.52,554.04,9055.29,47.35,521.54,392,38.93,23.3003,138
21,59,1588.77,1402.77,553.94,9049.83,47.39,522.19,393,38.83,23.3805,137
21,60,1589.28,1401.51,553.76,9053.13,47.42,522.2,394,38.94,23.2907,136
21,61,1581.56,1412.49,552.64,9050.53,47.53,522.43,393,38.56,23.4913,135
21,62,1590.7,1403.58,553.08,9046.72,47.58,521.39,393,38.73,23.3659,134
21,63,1590.99,1406.93,553.27,9049.11,47.41,521.71,394,38.85,23.3362,133
21,64,1588.11,1406.9,554.1,9043.4,47.44,521.78,392,38.98,23.2737,132
21,65,1586.79,1404.3,553.45,9050.94,47.6,521.67,392,38.89,23.3527,131
21,66,1590.71,1404.86,554.03,9051.43,47.54,521.7,392,38.76,23.2898,130
21,67,1593.55,1414.14,554.28,9053.58,47.53,521.71,392,38.77,23.242,129
21,68,1586.87,1410.93,553.82,9041.37,47.23,521.5,394,38.77,23.2905,128
21,69,1587.76,1396.35,554.06,9041.28,47.4,521.73,393,39.1,23.2483,127
21,70,1586.85,1402.56,553.03,9050.09,47.45,521.69,394,38.68,23.3254,126
21,71,1585.99,1397.76,554.18,9052.09,47.49,521.76,393,39.0,23.2905,125
21,72,1585.32,1406.9,553.58,9052.72,47.39,521.57,393,38.86,23.2478,124
21,73,1589.44,1407.22,553.69,9047.16,47.46,521.13,392,38.85,23.3874,123
21,74,1585.1,1408.69,553.75,9048.56,47.53,521.87,392,39.08,23.2649,122
21,75,1592.71,1406.2,553.21,9049.69,47.54,521.15,393,39.05,23.3812,121
21,76,1587.4,1408.39,553.19,9046.2,47.49,521.89,393,38.75,23.1965,120
21,77,1588.5,1402.87,553.99,9053.52,47.2,521.45,394,38.9,23.2782,119
21,78,1587.3,1406.44,553.25,9055.41,47.45,521.97,393,38.98,23.3152,118
21,79,1587.54,1404.29,553.57,9066.32,47.57,521.8,394,38.98,23.3856,117
21,80,1586.5,1404.07,553.66,9052.17,47.46,521.3,394,38.75,23.261,116
21,81,1590.05,1409.83,553.75,9049.55,47.67,521.87,392,38.72,23.2794,115
21,82,1587.53,1394.72,553.99,9046.58,47.54,521.52,392,38.86,23.4203,114
21,83,1588.82,1404.66,554.2,9048.98,47.53,521.8,391,38.92,23.2468,113
21,84,1587.43,1403.28,554.3,9053.42,47.46,521.27,393,38.87,23.3318,112
21,85,1582.96,1399.09,553.01,9049.42,47.41,521.63,393,38.9,23.2879,111
21,86,1590.64,1409.81,553.63,9041.5,47.44,521.47,392,38.85,23.3444,110
21,87,1589.67,1401.23,553.95,9047.74,47.65,521.36,391,38.9,23.2987,109
21,88,1594.32,1410.51,553.5,9050.11,47.39,521.38,393,38.98,23.381,108
21,89,1582.25,1413.44,553.65,9054.26,47.53,521.58,394,38.89,23.1829,107
21,90,1593.46,1403.41,553.15,9054.3,47.48,521.08,392,38.83,23.3341,106
21,91,1594.42,1401.77,553.88,9051.14,47.51,521.57,393,38.75,23.3382,105
21,92,1584.25,1408.45,553.75,9058.28,47.85,521.46,392,38.78,23.3162,104
21,93,1591.43,1412.18,553.06,9060.05,47.66,521.4,392,38.77,23.313,103
21,94,1593.34,1408.04,553.9,9055.85,47.73,521.97,392,38.71,23.2868,102
21,95,1587.32,1411.64,553.29,9057.47,47.5,521.1,393,38.8,23.2986,101
21,96,1592.68,1409.34,553.63,9047.63,47.69,521.84,393,38.78,23.2857,100
21,97,1595.47,1408.92,552.92,9058.8,47.57,521.16,392,38.9,23.3163,99
21,98,1587.49,1404.76,553.6,9056.02,47.52,521.71,393,38.92,23.3486,98
21,99,1583.2,1401.2,553.92,9055.68,47.49,521.66,391,38.73,23.374,97
21,100,1587.34,1403.15,553.85,9056.79,47.61,521.37,394,38.73,23.3217,96
21,101,1591.67,1400.46,552.82,9061.86,47.59,521.5,394,38.86,23.3221,95
21,102,1586.82,1403.0,553.78,9055.1,47.59,520.77,393,38.74,23.2535,94
21,103,1586.33,1402.16,553.37,9056.7,47.52,522.04,392,39.02,23.2328,93
21,104,1590.33,1410.58,553.27,9055.34,47.58,521.3,393,38.89,23.3638,92
21,105,1587.99,1400.44,553.99,9052.27,47.56,521.5,391,39.03,23.3825,91
21,106,1587.95,1402.89,553.74,9057.32,47.47,521.25,396,38.68,23.2855,90
21,107,1589.47,1402.92,553.84,9055.71,47.45,521.64,394,38.8,23.2886,89
21,108,1588.02,1408.07,553.28,9054.59,47.51,521.17,394,38.76,23.2448,88
21,109,1598.37,1408.88,553.05,9064.0,47.52,521.42,395,38.84,23.2023,87
21,110,1586.9,1416.41,553.54,9061.32,47.43,521.49,392,38.89,23.3948,86
21,111,1594.94,1413.82,553.51,9060.48,47.5,520.9,393,38.89,23.3607,85
21,112,1596.09,1409.04,553.2,9059.97,47.7,521.22,393,38.74,23.3513,84
21,113,1592.54,1408.96,552.95,9052.91,47.54,522.06,393,38.82,23.2092,83
21,114,1598.34,1412.58,553.66,9059.98,47.51,521.46,393,38.74,23.2756,82
21,115,1587.72,1410.76,554.32,9061.47,47.54,521.73,395,38.8,23.2233,81
21,116,1582.03,1415.6,553.13,9058.23,47.68,521.8,392,38.79,23.2497,80
21,117,1590.15,1410.59,553.21,9056.82,47.52,521.34,392,38.86,23.3611,79
21,118,1593.96,1413.13,553.6,9054.68,47.57,521.42,395,38.71,23.2949,78
21,119,1589.32,1406.26,553.83,9069.18,47.5,521.49,393,38.85,23.332,77
21,120,1585.75,1410.05,554.11,9063.56,47.51,521.34,393,39.09,23.3024,76
21,121,1590.43,1408.93,553.62,9066.5,47.57,520.9,393,38.83,23.2758,75
21,122,1595.24,1412.1,553.33,9053.33,47.51,521.25,391,38.88,23.3637,74
21,123,1583.5,1415.04,553.75,9060.15,47.75,521.47,391,38.81,23.3874,73
21,124,1588.34,1411.5,553.4,9062.02,47.6,520.98,391,38.89,23.4002,72
21,125,1595.18,1410.76,553.77,9072.67,47.56,521.64,393,38.76,23.2628,71
21,126,1591.35,1408.97,553.86,9070.45,47.59,521.7,394,38.75,23.2976,70
21,127,1589.56,1400.51,553.63,9066.51,47.44,521.36,393,38.79,23.3247,69
21,128,1588.81,1406.46,553.03,9069.36,47.53,520.88,394,38.94,23.2945,68
21,129,1594.6,1407.09,554.07,9075.13,47.58,521.52,393,38.78,23.224,67
21,130,1588.48,1410.11,553.97,9068.87,47.37,520.74,394,38.74,23.269,66
21,131,1584.97,1410.27,553.1,9072.6,47.61,521.77,394,38.72,23.2955,65
21,132,1591.51,1408.89,552.9,9061.53,47.48,521.7,394,38.76,23.3921,64
21,133,1598.14,1414.9,554.37,9066.53,47.57,521.93,395,38.79,23.2963,63
21,134,1590.62,1410.79,553.95,9065.4,47.53,521.06,394,38.6,23.2605,62
21,135,1588.66,1404.97,553.61,9068.44,47.51,521.4,394,38.75,23.2431,61
21,136,1598.86,1413.49,552.99,9066.18,47.65,521.43,394,38.87,23.2353,60
21,137,1588.26,1405.87,553.4,9067.74,47.61,521.25,393,38.76,23.2635,59
21,138,1586.45,1406.24,553.23,9070.27,47.44,521.26,393,38.82,23.2735,58
21,139,1594.76,1416.14,553.28,9073.29,47.7,521.2,392,38.8,23.2491,57
21,140,1590.53,1408.66,553.7,9071.64,47.78,521.3,393,39.02,23.2696,56
21,141,1590.22,1408.6,553.2,9073.16,47.71,521.08,394,38.69,23.2107,55
21,142,1591.83,1407.97,553.12,9072.21,47.57,521.47,392,38.8,23.3117,54
21,143,1600.66,1419.94,553.82,9078.92,47.64,521.15,394,38.84,23.2598,53
21,144,1597.79,1414.83,553.11,9072.9,47.71,520.67,394,38.83,23.2787,52
21,145,1593.0,1414.49,552.38,9080.86,47.61,521.07,393,38.72,23.1927,51
21,146,1589.7,1422.79,553.58,9066.02,47.54,521.21,394,38.84,23.3137,50
21,147,1591.56,1417.28,553.45,9081.9,47.88,520.75,395,38.86,23.1837,49
21,148,1588.13,1406.62,553.04,9077.43,47.58,521.03,393,38.85,23.3063,48
21,149,1594.72,1413.36,552.54,9080.58,47.65,521.19,393,38.89,23.1911,47
21,150,1599.6,1412.12,553.03,9076.81,47.71,521.32,394,38.92,23.2747,46
21,151,1585.08,1414.44,552.87,9073.87,47.73,521.25,394,38.62,23.2335,45
21,152,1595.37,1412.12,553.26,9082.77,47.79,521.0,395,38.74,23.2816,44
21,153,1584.27,1418.47,552.95,9082.64,47.76,520.69,394,38.56,23.2731,43
21,154,1586.47,1419.52,553.27,9082.47,47.72,520.55,393,38.63,23.1987,42
21,155,1593.21,1406.5,552.4,9095.98,47.68,520.82,393,38.66,23.1898,41
21,156,1599.97,1411.74,552.63,9086.95,47.61,520.53,392,38.62,23.2129,40
21,157,1601.96,1414.12,553.11,9088.15,47.76,521.1,394,38.55,23.3392,39
21,158,1593.77,1411.02,553.16,9087.09,47.81,520.49,394,38.8,23.1642,38
21,159,1594.58,1417.5,552.57,9088.19,47.7,520.54,394,38.75,23.2341,37
21,160,1601.23,1407.82,552.3,9093.52,47.63,521.01,395,38.71,23.2987,36
21,161,1594.93,1420.38,553.29,9094.77,47.73,521.11,395,38.49,23.2861,35
21,162,1588.03,1415.55,552.7,9092.14,47.7,520.88,393,38.79,23.1656,34
21,163,1594.18,1412.92,552.95,9092.14,47.67,520.95,393,38.72,23.2533,33
21,164,1601.71,1415.87,552.82,9101.89,47.75,520.83,395,38.67,23.2322,32
21,165,1597.76,1419.22,551.98,9099.62,47.7,520.86,396,38.73,23.1884,31
21,166,1597.12,1417.56,552.81,9102.87,47.83,520.93,395,38.65,23.1204,30
21,167,1592.84,1417.03,552.64,9101.3,47.84,520.99,394,38.64,23.139,29
21,168,1593.49,1416.86,551.85,9102.44,47.74,520.6,394,38.55,23.1738,28
21,169,1598.72,1404.44,553.35,9110.26,47.7,520.84,394,38.73,23.2333,27
21,170,1593.53,1414.34,552.37,9100.01,47.92,520.15,394,38.68,23.1021,26
21,171,1594.59,1416.98,552.45,9111.28,47.72,520.61,394,38.71,23.2438,25
21,172,1601.24,1419.57,552.88,9110.58,47.72,520.32,395,38.69,23.2232,24
21,173,1589.76,1416.02,553.26,9112.71,47.82,520.68,393,38.76,23.2221,23
21,174,1595.7,1413.63,552.78,9106.13,47.81,520.7,396,38.56,23.1385,22
21,175,1601.66,1420.72,552.24,9110.08,47.91,520.81,396,38.56,23.2721,21
21,176,1595.64,1421.95,553.12,9117.62,47.93,521.13,395,38.71,23.2371,20
21,177,1595.49,1415.35,551.88,9119.15,47.98,521.02,395,38.62,23.15,19
21,178,1595.14,1415.78,552.41,9115.87,47.92,520.47,395,38.53,23.1336,18
21,179,1596.67,1420.57,552.81,9123.59,47.85,520.68,394,38.64,23.1996,17
21,180,1592.47,1425.74,551.82,9124.41,47.9,520.18,396,38.76,23.1245,16
21,181,1601.61,1423.88,552.28,9127.29,47.71,520.23,396,38.63,23.1915,15
21,182,1594.42,1427.49,551.45,9126.2,48.05,520.43,396,38.47,23.0623,14
21,183,1599.18,1421.65,552.49,9128.53,47.72,521.04,396,38.53,23.0947,13
21,184,1601.81,1414.46,552.05,9133.01,47.99,520.48,397,38.39,23.0725,12
21,185,1597.22,1421.54,552.19,9132.55,47.84,519.95,395,38.62,23.126,11
21,186,1596.2,1424.98,552.11,9140.98,48.02,520.19,395,38.63,23.1031,10
21,187,1605.88,1421.25,552.45,9140.81,48.25,519.79,396,38.59,23.0394,9
21,188,1601.95,1421.99,552.16,9150.4,47.98,520.46,395,38.36,23.1883,8
21,189,1597.93,1428.04,551.89,9147.63,47.97,520.52,395,38.43,23.2103,7
21,190,1605.53,1420.52,552.77,9149.16,47.98,520.11,395,38.43,23.0629,6
21,191,1597.89,1430.71,552.18,9158.26,48.05,520.11,397,38.58,23.0457,5
21,192,1597.72,1424.5,551.78,9162.31,48.09,520.77,397,38.35,23.1247,4
21,193,1603.87,1423.72,552.26,9155.93,48.08,519.83,397,38.54,23.0377,3
21,194,1604.29,1434.26,551.4,9164.82,48.16,520.48,398,38.44,22.9791,2
21,195,1606.47,1432.84,551.79,9161.51,48.04,520.26,399,38.44,22.986,1
22,1,1595.65,1408.51,553.04,9048.21,47.46,521.07,393,38.96,23.3081,202
22,2,1590.88,1411.44,552.92,9044.01,47.65,521.14,393,38.71,23.4163,201
22,3,1589.32,1410.07,552.67,9056.46,47.49,520.81,394,38.76,23.1676,200
22,4,1596.85,1403.26,553.31,9045.95,47.5,521.63,392,38.89,23.2945,199
22,5,1587.95,1407.96,554.04,9035.89,47.71,520.94,394,38.68,23.2824,198
22,6,1587.49,1413.09,553.75,9044.99,47.41,521.27,393,38.78,23.3516,197
22,7,1594.08,1406.14,553.59,9040.26,47.66,520.55,394,38.91,23.304,196
22,8,1584.45,1418.91,553.83,9052.11,47.66,521.43,393,38.92,23.3256,195
22,9,1590.34,1409.79,553.57,9040.64,47.65,521.58,394,38.82,23.2955,194
22,10,1591.75,1411.62,553.33,9044.26,47.67,521.2,393,38.72,23.2838,193
22,11,1587.96,1404.46,554.07,9042.47,47.73,520.48,394,38.7,23.3495,192
22,12,1586.77,1413.64,552.9,9039.84,47.59,520.83,393,38.84,23.1621,191
22,13,1595.05,1413.46,552.68,9046.53,47.67,521.21,394,38.8,23.3091,190
22,14,1590.5,1420.34,554.09,9039.32,47.65,520.88,394,38.86,23.1621,189
22,15,1600.63,1414.01,552.0,9045.78,47.46,521.0,394,38.71,23.3128,188
22,16,1586.73,1410.75,552.99,9041.7,47.59,521.01,394,38.86,23.3476,187
22,17,1587.89,1406.81,553.92,9037.92,47.71,520.99,392,38.8,23.3163,186
22,18,1592.63,1409.51,552.79,9042.88,47.6,521.5,393,38.83,23.1931,185
22,19,1585.65,1413.45,552.6,9048.97,47.65,521.81,393,38.71,23.3558,184
22,20,1591.93,1411.39,553.18,9044.9,47.74,520.91,393,39.01,23.2308,183
22,21,1593.16,1409.59,553.37,9044.41,47.68,520.71,393,38.84,23.2658,182
22,22,1587.34,1412.77,553.08,9042.13,47.58,520.82,392,38.78,23.242,181
22,23,1595.99,1409.68,553.57,9043.14,47.57,520.97,393,38.79,23.3627,180
22,24,1586.17,1409.73,553.32,9047.04,47.47,521.56,395,38.73,23.2765,179
22,25,1593.43,1409.55,553.4,9048.42,47.66,520.49,394,38.69,23.3008,178
22,26,1589.99,1408.98,552.63,9049.9,47.4,520.75,393,38.96,23.2249,177
22,27,1590.61,1410.76,553.64,9052.21,47.66,521.39,393,38.61,23.3329,176
22,28,1588.41,1411.78,552.87,9041.39,47.71,521.28,394,38.94,23.2111,175
22,29,1588.83,1411.5,553.22,9038.83,47.46,521.2,394,38.72,23.276,174
22,30,1592.78,1412.47,553.33,9037.23,47.66,521.41,393,38.88,23.3015,173
22,31,1584.71,1407.49,553.29,9050.26,47.66,521.04,393,38.78,23.26,172
22,32,1592.92,1407.23,552.93,9038.48,47.6,521.43,394,38.61,23.3354,171
22,33,1591.08,1409.14,552.9,9042.82,47.53,522.0,392,38.76,23.3509,170
22,34,1590.05,1414.03,553.34,9049.79,47.51,520.76,393,38.89,23.3121,169
22,35,1589.06,1409.98,553.06,9044.0,47.69,521.21,394,38.91,23.2996,168
22,36,1592.48,1412.09,553.71,9047.83,47.52,521.11,394,38.9,23.3578,167
22,37,1594.24,1408.3,553.45,9048.22,47.65,520.83,393,38.92,23.2489,166
22,38,1591.82,1411.74,553.42,9044.73,47.62,521.33,393,38.96,23.2732,165
22,39,1593.23,1413.65,553.35,9046.5,47.51,520.9,393,38.67,23.2188,164
22,40,1587.03,1405.63,553.22,9039.3,47.55,520.95,393,38.86,23.2459,163
22,41,1589.65,1413.05,553.35,9044.16,47.65,520.78,393,38.84,23.1941,162
22,42,1593.97,1416.36,553.76,9042.44,47.71,521.21,393,38.8,23.2746,161
22,43,1591.19,1406.56,553.37,9042.23,47.72,520.95,393,38.68,23.2147,160
22,44,1589.1,1408.15,552.66,9038.02,47.51,521.05,395,38.66,23.3035,159
22,45,1595.96,1417.33,553.71,9045.2,47.5,521.14,393,38.79,23.2857,158
22,46,1586.35,1414.96,553.26,9045.76,47.6,521.06,393,38.86,23.129,157
22,47,1593.06,1406.87,553.2,9047.78,47.63,521.28,393,38.79,23.1882,156
22,48,1593.99,1419.52,553.52,9043.64,47.7,520.89,392,38.75,23.2646,155
22,49,1586.85,1410.55,552.88,9042.81,47.62,521.0,392,38.8,23.235,154
22,50,1590.58,1409.53,553.18,9045.97,47.62,521.19,393,38.64,23.3,153
22,51,1592.76,1401.38,553.19,9051.46,47.68,521.31,394,38.52,23.2958,152
22,52,1588.86,1415.7,553.38,9043.59,47.54,521.19,393,38.91,23.339,151
22,53,1594.84,1413.85,552.81,9045.18,47.79,521.35,394,38.69,23.2767,150
22,54,1592.34,1417.11,552.92,9041.38,47.58,520.81,393,38.71,23.1876,149
22,55,1589.77,1414.49,552.94,9041.08,47.68,521.21,394,38.74,23.2381,148
22,56,1586.45,1409.47,553.46,9045.19,47.69,520.75,392,38.54,23.3475,147
22,57,1592.16,1413.15,552.98,9050.23,47.47,521.04,394,38.86,23.3465,146
22,58,1601.81,1414.81,552.57,9048.1,47.49,520.92,391,38.7,23.1289,145
22,59,1582.2,1421.03,553.44,9043.74,47.58,521.07,393,38.86,23.2998,144
22,60,1585.35,1410.03,552.64,9045.63,47.64,521.05,395,38.83,23.158,143
22,61,1592.85,1417.27,553.04,9048.79,47.73,521.22,394,38.91,23.2871,142
22,62,1590.09,1413.4,553.24,9053.08,47.53,521.08,391,38.78,23.1366,141
22,63,1590.61,1409.71,552.82,9055.0,47.44,521.7,392,38.83,23.2717,140
22,64,1589.41,1410.89,552.82,9055.82,47.62,520.64,393,38.68,23.2576,139
22,65,1592.48,1408.87,553.06,9048.68,47.54,520.65,394,38.78,23.335,138
22,66,1594.0,1411.47,552.8,9048.41,47.67,521.51,392,38.69,23.2503,137
22,67,1586.98,1408.9,552.71,9050.32,47.52,521.16,393,38.61,23.2829,136
22,68,1590.36,1411.26,553.04,9044.99,47.77,521.15,394,38.77,23.3721,135
22,69,1590.03,1416.23,553.15,9043.06,47.65,520.89,394,38.67,23.1985,134
22,70,1597.06,1410.25,553.13,9045.98,47.65,521.44,395,38.73,23.3136,133
22,71,1593.54,1414.45,553.78,9043.98,47.62,521.48,393,38.95,23.2371,132
22,72,1589.8,1408.32,553.93,9044.36,47.65,521.16,394,38.82,23.2304,131
22,73,1594.01,1411.77,553.16,9047.17,47.75,521.24,393,38.71,23.4268,130
22,74,1590.59,1407.23,552.96,9040.94,47.54,520.98,392,38.72,23.1645,129
22,75,1596.63,1406.61,553.3,9038.52,47.63,521.37,393,38.67,23.3726,128
22,76,1589.54,1411.94,552.57,9047.09,47.78,521.28,394,38.68,23.3426,127
22,77,1589.86,1407.99,552.63,9046.76,47.6,521.17,394,38.83,23.3883,126
22,78,1590.88,1410.45,552.57,9048.73,47.78,521.18,393,38.72,23.2214,125
22,79,1582.2,1409.31,553.44,9047.66,47.76,521.4,392,38.63,23.268,124
22,80,1586.95,1408.99,553.01,9050.06,47.71,521.42,393,38.59,23.3018,123
22,81,1591.83,1414.25,553.38,9047.96,47.72,521.11,394,38.76,23.2738,122
22,82,1594.13,1408.38,553.05,9045.56,47.69,521.33,394,38.92,23.2483,121
22,83,1590.85,1411.57,553.21,9045.6,47.53,521.22,393,38.72,23.1911,120
22,84,1588.32,1415.28,552.83,9040.66,47.58,521.27,393,38.6,23.1491,119
22,85,1588.61,1409.86,553.46,9045.86,47.71,521.35,393,38.97,23.2989,118
22,86,1591.44,1415.2,553.25,9052.88,47.51,521.32,395,38.7,23.2679,117
22,87,1591.22,1410.49,553.08,9042.53,47.66,520.81,394,38.57,23.265,116
22,88,1591.68,1414.96,553.34,9038.39,47.79,521.62,392,38.76,23.2719,115
22,89,1582.18,1409.46,552.96,9050.24,47.68,521.3,394,38.87,23.2905,114
22,90,1590.13,1413.89,552.15,9049.77,47.65,521.34,394,38.67,23.2794,113
22,91,1591.33,1409.16,553.31,9044.84,47.79,520.86,392,38.65,23.2688,112
22,92,1593.3,1410.75,552.12,9046.06,47.7,520.56,395,38.95,23.2698,111
22,93,1596.87,1414.28,552.61,9040.98,47.65,520.68,394,38.84,23.1542,110
22,94,1589.46,1415.25,553.37,9054.87,47.56,520.96,395,38.65,23.3048,109
22,95,1587.45,1415.65,553.27,9042.78,47.56,521.4,394,38.72,23.1999,108
22,96,1594.05,1409.51,552.99,9052.54,47.58,520.9,395,38.82,23.1353,107
22,97,1590.9,1410.68,553.65,9046.47,47.65,521.16,394,38.56,23.2786,106
22,98,1591.42,1414.03,552.63,9047.8,47.67,520.83,394,38.96,23.2702,105
22,99,1592.42,1408.98,552.9,9046.08,47.55,520.78,395,38.76,23.3038,104
22,100,1592.9,1418.77,552.74,9048.4,47.59,520.42,393,38.6,23.2986,103
22,101,1594.98,1411.58,552.78,9053.33,47.48,521.27,393,38.72,23.344,102
22,102,1589.02,1406.67,552.65,9040.86,47.67,520.53,394,38.82,23.3046,101
22,103,1595.85,1411.51,553.41,9049.77,47.71,520.85,394,38.65,23.2992,100
22,104,1594.52,1418.87,552.87,9040.22,47.74,521.21,393,38.81,23.2751,99
22,105,1593.2,1416.14,552.83,9047.89,47.74,521.26,393,38.63,23.2653,98
22,106,1594.05,1413.24,552.81,9044.7,47.84,520.95,393,38.65,23.2277,97
22,107,1594.46,1418.78,552.42,9045.95,47.71,521.31,395,38.68,23.2432,96
22,108,1589.59,1414.56,552.58,9048.27,47.6,521.27,394,38.66,23.1833,95
22,109,1593.8,1412.97,552.68,9045.97,47.78,521.19,395,38.71,23.2776,94
22,110,1593.26,1407.26,552.61,9044.36,47.63,520.95,395,38.8,23.2494,93
22,111,1590.69,1409.08,552.52,9053.29,47.72,521.25,395,38.69,23.0843,92
22,112,1590.31,1421.74,553.09,9041.96,47.73,520.88,394,38.83,23.2717,91
22,113,1589.21,1417.75,553.41,9048.13,47.91,521.39,396,38.66,23.1672,90
22,114,1593.76,1416.74,553.46,9040.27,47.72,521.2,394,38.64,23.2652,89
22,115,1589.3,1408.4,552.03,9051.76,47.81,520.56,396,38.85,23.2942,88
22,116,1594.25,1408.89,553.18,9049.59,47.56,520.54,394,38.61,23.1306,87
22,117,1594.97,1411.98,552.11,9050.17,47.73,521.13,393,38.8,23.2234,86
22,118,1597.68,1417.08,551.6,9047.79,47.93,520.46,394,38.74,23.3115,85
22,119,1599.65,1406.82,552.67,9049.38,47.92,521.26,394,38.68,23.1413,84
22,120,1592.34,1414.19,553.06,9051.28,47.75,521.56,394,38.82,23.3279,83
22,121,1590.41,1416.03,552.2,9048.46,47.85,521.04,395,38.83,23.241,82
22,122,1597.3,1419.99,553.66,9043.47,47.68,520.9,393,38.89,23.1644,81
22,123,1594.7,1419.65,552.59,9048.04,47.63,520.85,393,38.85,23.206,80
22,124,1581.02,1416.0,553.01,9047.33,47.81,520.75,395,38.66,23.169,79
22,125,1591.14,1413.34,552.23,9052.28,47.81,521.04,394,38.64,23.2296,78
22,126,1590.66,1411.33,553.53,9048.86,47.81,520.56,394,38.57,23.277,77
22,127,1594.56,1418.4,552.96,9037.75,47.78,520.87,393,38.54,23.1082,76
22,128,1591.4,1419.7,552.6,9052.09,47.68,520.94,393,38.73,23.2663,75
22,129,1593.01,1418.36,552.15,9046.97,47.68,520.99,395,38.86,23.2078,74
22,130,1593.31,1415.51,552.82,9038.52,47.77,520.68,394,38.6,23.2721,73
22,131,1602.62,1414.33,553.45,9041.86,47.74,520.99,394,38.75,23.136,72
22,132,1603.84,1412.75,552.31,9049.84,47.63,520.92,393,38.73,23.2477,71
22,133,1593.18,1420.27,552.28,9050.81,47.95,520.43,394,38.61,23.2711,70
22,134,1592.3,1425.04,551.84,9048.46,47.64,520.79,396,38.78,23.1876,69
22,135,1591.09,1411.37,552.98,9055.19,48.05,520.82,394,38.73,23.2272,68
22,136,1594.22,1417.54,553.39,9045.3,47.81,521.11,393,38.7,23.1187,67
22,137,1591.97,1411.5,552.94,9042.93,47.84,520.7,393,38.66,23.2993,66
22,138,1592.93,1416.77,553.0,9048.31,47.69,520.52,393,38.59,23.1997,65
22,139,1598.88,1413.6,552.59,9054.74,47.66,520.5,396,38.69,23.1645,64
22,140,1599.41,1414.93,552.64,9052.32,47.79,520.77,395,38.66,23.1558,63
22,141,1594.49,1415.23,552.57,9052.28,47.76,520.95,393,38.76,23.1622,62
22,142,1594.28,1421.74,552.19,9048.36,47.69,520.95,395,38.62,23.1376,61
22,143,1592.92,1416.52,552.19,9046.76,47.7,520.55,396,38.81,23.2254,60
22,144,1593.28,1411.34,552.32,9052.21,47.76,520.66,394,38.57,23.1743,59
22,145,1595.14,1414.26,552.76,9049.79,47.7,520.39,393,38.75,23.1358,58
22,146,1598.07,1416.43,553.08,9051.97,47.79,520.41,396,38.6,23.2184,57
22,147,1592.43,1412.61,553.35,9044.91,48.03,520.97,396,38.78,23.2155,56
22,148,1597.21,1414.99,552.48,9042.44,47.87,520.62,396,38.56,23.1653,55
22,149,1599.02,1422.33,552.34,9040.59,47.96,520.97,395,38.7,23.1192,54
22,150,1598.62,1418.16,552.78,9047.43,47.95,520.78,393,38.63,23.2025,53
22,151,1595.08,1424.68,551.97,9050.23,47.87,520.52,394,38.65,23.2345,52
22,152,1594.56,1418.85,552.04,9046.02,47.76,520.24,395,38.7,23.2841,51
22,153,1594.35,1417.75,552.54,9048.61,47.8,520.63,394,38.55,23.1451,50
22,154,1592.12,1417.07,552.8,9049.45,47.98,520.51,392,38.57,23.282,49
22,155,1601.99,1418.57,553.02,9051.84,47.65,520.32,396,38.55,23.2686,48
22,156,1600.49,1424.8,551.98,9049.95,47.85,520.64,396,38.47,23.2246,47
22,157,1593.06,1416.7,552.52,9053.53,47.72,520.1,393,38.75,23.1338,46
22,158,1593.07,1415.83,551.98,9047.53,48.08,520.21,393,38.74,23.3006,45
22,159,1592.1,1424.2,552.05,9053.86,47.75,520.28,394,38.64,23.0644,44
22,160,1597.65,1417.44,551.5,9045.18,47.88,520.02,395,38.8,23.257,43
22,161,1596.12,1417.81,552.27,9055.23,47.87,520.59,395,38.7,23.2643,42
22,162,1596.24,1426.04,551.98,9048.17,47.92,519.95,393,38.76,23.2049,41
22,163,1597.51,1425.3,552.62,9046.95,47.9,520.82,393,38.52,23.1633,40
22,164,1599.94,1420.97,551.97,9047.22,47.73,520.93,393,38.64,23.2416,39
22,165,1600.77,1419.23,552.34,9047.68,47.87,520.75,394,38.68,23.2142,38
22,166,1602.22,1418.91,552.12,9048.66,47.85,520.0,394,38.44,23.224,37
22,167,1594.02,1423.88,552.35,9049.08,47.85,520.43,395,38.81,23.1406,36
22,168,1595.02,1414.97,551.91,9047.95,47.85,520.45,394,38.56,23.1964,35
22,169,1591.39,1423.7,551.96,9046.77,47.91,520.66,394,38.44,23.2023,34
22,170,1598.86,1411.31,551.72,9054.18,47.85,520.04,395,38.51,23.1145,33
22,171,1594.54,1417.32,551.83,9051.03,47.97,519.85,395,38.53,23.1127,32
